Voice Name (Persona),Category,Script Text,FILENAME,Question Only,Answer Only,Stability,Similarity,Style
Uncle Bull Balladeer,NUMBER CALL,"Get those daubers ready for this one!  <break time=""1.0s"" /> Which duo is made up of Tyler Hubbard and Brian Kelley?!<break time=""2.0s"" /> Second time around, we're lookin' for who makes up Florida Georgia Line?!<break time=""2.0s"" /> Third and final time!  <break time=""1.0s"" /> Which duo is made up of Tyler Hubbard and Brian Kelley?!<break time=""2.0s"" /> The right answer is Florida Georgia Line!  <break time=""1.0s"" /> That's Florida Georgia Line!<break time=""1.0s"" /> Their hit song Cruise broke records for the most weeks at number one! ",Florida_Georgia_Line_UNCLE_BULL,Which duo is made up of Tyler Hubbard and Brian Kelley?,Florida Georgia Line,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Get those daubers ready for this one!  <break time=""1.0s"" /> Finish this famous Garth Brooks lyric, I've got friends...?!<break time=""2.0s"" /> For the second time, finish the lyric, I've got friends...?!<break time=""2.0s"" /> Final time on this one!  <break time=""1.0s"" /> Finish this famous Garth Brooks lyric, I've got friends...?!<break time=""2.0s"" /> You should be lookin' for In Low Places!  <break time=""1.0s"" /> That's In Low Places!<break time=""1.0s"" /> That song famously features the sound of a beer can opening right near the microphone! ",In_Low_Places_UNCLE_BULL,"Finish this famous Garth Brooks lyric, I've got friends...?",In Low Places,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"And here we go with this next question!  <break time=""1.0s"" /> Finish this famous Shania Twain lyric, Let's go girls, Man I feel like a...?!<break time=""2.0s"" /> For the second time, finish the lyric, Man I feel like a...?!<break time=""2.0s"" /> Final time I'm askin'!  <break time=""1.0s"" /> Finish this famous Shania Twain lyric, Let's go girls, Man I feel like a...?!<break time=""2.0s"" /> The right answer is Woman!  <break time=""1.0s"" /> That's Woman!<break time=""1.0s"" /> That iconic music video was a direct parody of Robert Palmer's Addicted To Love! ",Woman_UNCLE_BULL,"Finish this famous Shania Twain lyric, Let's go girls, Man I feel like a...?",Woman,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Alright, let's keep it movin' with this question!  <break time=""1.0s"" /> Finish this famous Johnny Cash lyric, I fell into a burning ring of...?!<break time=""2.0s"" /> Check your cards, we need to know finish the lyric, I fell into a burning ring of...?!<break time=""2.0s"" /> Third and final time!  <break time=""1.0s"" /> Finish this famous Johnny Cash lyric, I fell into a burning ring of...?!<break time=""2.0s"" /> Check those cards for Fire!  <break time=""1.0s"" /> That's Fire!<break time=""1.0s"" /> The song was actually co-written by his wife June Carter Cash! ",Fire_UNCLE_BULL,"Finish this famous Johnny Cash lyric, I fell into a burning ring of...?",Fire,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Alright, let's keep it movin' with this question!  <break time=""1.0s"" /> Finish this Big and Rich lyric, Save a horse, ride a...?!<break time=""2.0s"" /> Second time around, we're lookin' for finish the lyric, Save a horse, ride a...?!<break time=""2.0s"" /> Third and final time!  <break time=""1.0s"" /> Finish this Big and Rich lyric, Save a horse, ride a...?!<break time=""2.0s"" /> You should be lookin' for Cowboy!  <break time=""1.0s"" /> That's Cowboy!<break time=""1.0s"" /> The song became a massive crossover hit and a staple at sporting events! ",Cowboy_UNCLE_BULL,"Finish this Big and Rich lyric, Save a horse, ride a...?",Cowboy,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Pay attention to this next one!  <break time=""1.0s"" /> Finish this Zac Brown Band lyric, A little bit of chicken...?!<break time=""2.0s"" /> Second time around, we're lookin' for finish the lyric, A little bit of chicken...?!<break time=""2.0s"" /> Final time on this one!  <break time=""1.0s"" /> Finish this Zac Brown Band lyric, A little bit of chicken...?!<break time=""2.0s"" /> The right answer is Fried!  <break time=""1.0s"" /> That's Fried!<break time=""1.0s"" /> The band is known for their incredible musicianship and multi-genre jam sessions! ",Fried_UNCLE_BULL,"Finish this Zac Brown Band lyric, A little bit of chicken...?",Fried,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Alright, let's keep it movin' with this question!  <break time=""1.0s"" /> Finish this Willie Nelson lyric, I just can't wait to get on the road...?!<break time=""2.0s"" /> Second time around, we're lookin' for finish the lyric, I just can't wait to get on the road...?!<break time=""2.0s"" /> Last warning, folks!  <break time=""1.0s"" /> Finish this Willie Nelson lyric, I just can't wait to get on the road...?!<break time=""2.0s"" /> The answer we're lookin' for is Again!  <break time=""1.0s"" /> That's Again!<break time=""1.0s"" /> He actually wrote the lyrics on an airplane airsickness bag! ",Again_UNCLE_BULL,"Finish this Willie Nelson lyric, I just can't wait to get on the road...?",Again,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"And here we go with this next question!  <break time=""1.0s"" /> Finish this Tammy Wynette lyric, Stand by your...?!<break time=""2.0s"" /> Check your cards, we need to know finish the lyric, Stand by your...?!<break time=""2.0s"" /> Final time on this one!  <break time=""1.0s"" /> Finish this Tammy Wynette lyric, Stand by your...?!<break time=""2.0s"" /> The answer we need is Man!  <break time=""1.0s"" /> That's Man!<break time=""1.0s"" /> It remains one of the best-selling hit singles by a woman in country music history! ",Man_UNCLE_BULL,"Finish this Tammy Wynette lyric, Stand by your...?",Man,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Movin' right along, pay attention to this question!  <break time=""1.0s"" /> Finish this Brooks and Dunn lyric, Get down, turn around, go to town, boot scootin'...?!<break time=""2.0s"" /> Think about it, who knows finish the lyric, boot scootin'...?!<break time=""2.0s"" /> Final time I'm askin'!  <break time=""1.0s"" /> Finish this Brooks and Dunn lyric, Get down, turn around, go to town, boot scootin'...?!<break time=""2.0s"" /> The answer we need is Boogie!  <break time=""1.0s"" /> That's Boogie!<break time=""1.0s"" /> They are the best-selling duo in country music history! ",Boogie_UNCLE_BULL,"Finish this Brooks and Dunn lyric, Get down, turn around, go to town, boot scootin'...?",Boogie,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Here comes your next trivia question!  <break time=""1.0s"" /> Finish this John Denver lyric, Country roads, take me...?!<break time=""2.0s"" /> Check your cards, we need to know finish the lyric, Country roads, take me...?!<break time=""2.0s"" /> Final time I'm askin'!  <break time=""1.0s"" /> Finish this John Denver lyric, Country roads, take me...?!<break time=""2.0s"" /> Check those cards for Home!  <break time=""1.0s"" /> That's Home!<break time=""1.0s"" /> The song is an official state anthem of West Virginia! ",Home_UNCLE_BULL,"Finish this John Denver lyric, Country roads, take me...?",Home,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Pay attention to this next one!  <break time=""1.0s"" /> Finish this Alan Jackson lyric, It's five o'clock...?!<break time=""2.0s"" /> Check your cards, we need to know finish the lyric, It's five o'clock...?!<break time=""2.0s"" /> Final time on this one!  <break time=""1.0s"" /> Finish this Alan Jackson lyric, It's five o'clock...?!<break time=""2.0s"" /> You should be lookin' for Somewhere!  <break time=""1.0s"" /> That's Somewhere!<break time=""1.0s"" /> The song famously features a guest vocal from the legendary Jimmy Buffett! ",Somewhere_UNCLE_BULL,"Finish this Alan Jackson lyric, It's five o'clock...?",Somewhere,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Let's see who knows their country history!  <break time=""1.0s"" /> How old was LeAnn Rimes when she won her first two Grammy Awards?!<break time=""2.0s"" /> Listen close, I'm askin' how old was LeAnn Rimes when she won her first Grammy?!<break time=""2.0s"" /> Last warning, folks!  <break time=""1.0s"" /> How old was LeAnn Rimes when she won her first two Grammy Awards?!<break time=""2.0s"" /> The right answer is Fourteen!  <break time=""1.0s"" /> That's Fourteen!<break time=""1.0s"" /> She was the youngest person to ever win a Grammy Award at the time! ",Fourteen_UNCLE_BULL,How old was LeAnn Rimes when she won her first two Grammy Awards?,Fourteen,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Let's see who knows their country history!  <break time=""1.0s"" /> What year did the legendary country class of Clint Black, Garth Brooks, and Alan Jackson debut?!<break time=""2.0s"" /> Second time around, we're lookin' for what year was the famous class of Garth and Alan?!<break time=""2.0s"" /> Final time on this one!  <break time=""1.0s"" /> What year did the legendary country class of Clint Black, Garth Brooks, and Alan Jackson debut?!<break time=""2.0s"" /> The answer we need is 1989!  <break time=""1.0s"" /> That's 1989!<break time=""1.0s"" /> It is considered one of the most important years in modern country music history! ",1989_UNCLE_BULL,"What year did the legendary country class of Clint Black, Garth Brooks, and Alan Jackson debut?",1989,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Alright, let's keep it movin' with this question!  <break time=""1.0s"" /> Dolly Parton's classic working-class anthem is named after what hours of the day?!<break time=""2.0s"" /> Listen close, I'm askin' what hours did Dolly Parton sing about working?!<break time=""2.0s"" /> Last call!  <break time=""1.0s"" /> Dolly Parton's classic working-class anthem is named after what hours of the day?!<break time=""2.0s"" /> The right answer is Nine To Five!  <break time=""1.0s"" /> That's Nine To Five!<break time=""1.0s"" /> The song became an absolute anthem for working women everywhere! ",Nine_To_Five_UNCLE_BULL,Dolly Parton's classic working-class anthem is named after what hours of the day?,Nine To Five,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Get those daubers ready for this one!  <break time=""1.0s"" /> What year did the Grand Ole Opry begin broadcasting in Nashville?!<break time=""2.0s"" /> For the second time, what year did the Opry start?!<break time=""2.0s"" /> Final time I'm askin'!  <break time=""1.0s"" /> What year did the Grand Ole Opry begin broadcasting in Nashville?!<break time=""2.0s"" /> The answer we need is 1925!  <break time=""1.0s"" /> That's 1925!<break time=""1.0s"" /> It is the longest-running radio broadcast in United States history! ",1925_UNCLE_BULL,What year did the Grand Ole Opry begin broadcasting in Nashville?,1925,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Alright, let's keep it movin' with this question!  <break time=""1.0s"" /> How many members make up the hit group Dan and Shay?!<break time=""2.0s"" /> Second time around, we're lookin' for how many guys are in Dan and Shay?!<break time=""2.0s"" /> Last call!  <break time=""1.0s"" /> How many members make up the hit group Dan and Shay?!<break time=""2.0s"" /> The answer we need is Two!  <break time=""1.0s"" /> That's Two!<break time=""1.0s"" /> They have collaborated with massive pop stars like Justin Bieber! ",Two_UNCLE_BULL,How many members make up the hit group Dan and Shay?,Two,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Alright, let's keep it movin' with this question!  <break time=""1.0s"" /> George Strait released a compilation album celebrating how many number one hits?!<break time=""2.0s"" /> Second time around, we're lookin' for how many number ones does George Strait have?!<break time=""2.0s"" /> Third and final time!  <break time=""1.0s"" /> George Strait released a compilation album celebrating how many number one hits?!<break time=""2.0s"" /> The answer we're lookin' for is Fifty!  <break time=""1.0s"" /> That's Fifty!<break time=""1.0s"" /> He actually went on to score even more number ones after that album dropped! ",Fifty_UNCLE_BULL,George Strait released a compilation album celebrating how many number one hits?,Fifty,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Get those daubers ready for this one!  <break time=""1.0s"" /> The historic Bristol Sessions, considered the big bang of country music, happened in what year?!<break time=""2.0s"" /> For the second time, what year were the Bristol Sessions?!<break time=""2.0s"" /> Third and final time!  <break time=""1.0s"" /> The historic Bristol Sessions, considered the big bang of country music, happened in what year?!<break time=""2.0s"" /> Check those cards for 1927!  <break time=""1.0s"" /> That's 1927!<break time=""1.0s"" /> That is when the Carter Family and Jimmie Rodgers were first recorded! ",1927_UNCLE_BULL,"The historic Bristol Sessions, considered the big bang of country music, happened in what year?",1927,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Pay attention to this next one!  <break time=""1.0s"" /> What year did Johnny Cash famously record his live album at Folsom Prison?!<break time=""2.0s"" /> Check your cards, we need to know what year was the Folsom Prison album?!<break time=""2.0s"" /> Final time on this one!  <break time=""1.0s"" /> What year did Johnny Cash famously record his live album at Folsom Prison?!<break time=""2.0s"" /> The right answer is 1968!  <break time=""1.0s"" /> That's 1968!<break time=""1.0s"" /> The live album recorded there revitalized his entire career! ",1968_UNCLE_BULL,What year did Johnny Cash famously record his live album at Folsom Prison?,1968,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Get those daubers ready for this one!  <break time=""1.0s"" /> What is the name of the famous Taylor Swift song about a youthful age?!<break time=""2.0s"" /> Think about it, who knows what Taylor Swift song is named after an age?!<break time=""2.0s"" /> Final time on this one!  <break time=""1.0s"" /> What is the name of the famous Taylor Swift song about a youthful age?!<break time=""2.0s"" /> Check those cards for Fifteen!  <break time=""1.0s"" /> That's Fifteen!<break time=""1.0s"" /> She became the youngest album of the year winner for her country record Fearless! ",Fifteen_UNCLE_BULL,What is the name of the famous Taylor Swift song about a youthful age?,Fifteen,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"And here we go with this next question!  <break time=""1.0s"" /> Kathy Mattea had a massive hit singing about Eighteen Wheels and a Dozen...?!<break time=""2.0s"" /> Think about it, who knows how many roses were with the eighteen wheels?!<break time=""2.0s"" /> Final time on this one!  <break time=""1.0s"" /> Kathy Mattea had a massive hit singing about Eighteen Wheels and a Dozen...?!<break time=""2.0s"" /> The answer we're lookin' for is Roses!  <break time=""1.0s"" /> That's Roses!<break time=""1.0s"" /> That song won Single of the Year at the Country Music Association awards! ",Roses_UNCLE_BULL,Kathy Mattea had a massive hit singing about Eighteen Wheels and a Dozen...?,Roses,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Pay attention to this next one!<break time=""1.0s"" /> Which pop superstar launched her massive career with a debut country single titled Tim McGraw?!<break time=""2.0s"" /> Second time around, we're lookin' for who sang the debut single titled Tim McGraw?!<break time=""2.0s"" /> Last call!<break time=""1.0s"" /> Which pop superstar launched her massive career with a debut country single titled Tim McGraw?!<break time=""2.0s"" /> The answer we're lookin' for is Taylor Swift!<break time=""1.0s"" /> That's Taylor Swift!<break time=""1.0s"" /> She started out strictly country before completely takin' over the entire pop world!",Taylor_Swift_UNCLE_BULL,Which pop superstar launched her career with a debut single titled Tim McGraw?,Taylor Swift,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Let's see who knows their country history!  <break time=""1.0s"" /> Who gave us the hit Dirt Road Anthem?!<break time=""2.0s"" /> Think about it, who knows who sings Dirt Road Anthem?!<break time=""2.0s"" /> Last call!  <break time=""1.0s"" /> Who gave us the hit Dirt Road Anthem?!<break time=""2.0s"" /> The answer we're lookin' for is Jason Aldean!  <break time=""1.0s"" /> That's Jason Aldean!<break time=""1.0s"" /> The song perfectly blended country themes with a hip-hop inspired delivery! ",Jason_Aldean_UNCLE_BULL,Who gave us the hit Dirt Road Anthem?,Jason Aldean,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Alright, let's keep it movin' with this question!  <break time=""1.0s"" /> Who sings Drunk On A Plane?!<break time=""2.0s"" /> Think about it, who knows who sings Drunk On A Plane?!<break time=""2.0s"" /> Third and final time!  <break time=""1.0s"" /> Who sings Drunk On A Plane?!<break time=""2.0s"" /> The answer we're lookin' for is Dierks Bentley!  <break time=""1.0s"" /> That's Dierks Bentley!<break time=""1.0s"" /> He is a licensed pilot and frequently flies himself to his own concerts! ",Dierks_Bentley_UNCLE_BULL,Who sings Drunk On A Plane?,Dierks Bentley,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Pay attention to this next one!  <break time=""1.0s"" /> Who sings Die A Happy Man?!<break time=""2.0s"" /> For the second time, who sings Die A Happy Man?!<break time=""2.0s"" /> Final time on this one!  <break time=""1.0s"" /> Who sings Die A Happy Man?!<break time=""2.0s"" /> The right answer is Thomas Rhett!  <break time=""1.0s"" /> That's Thomas Rhett!<break time=""1.0s"" /> The song was heavily inspired by his real-life romance with his wife Lauren! ",Thomas_Rhett_UNCLE_BULL,Who sings Die A Happy Man?,Thomas Rhett,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Let's see who knows their country history!  <break time=""1.0s"" /> Which modern superstar gave us the double album Dangerous?!<break time=""2.0s"" /> For the second time, who released the album Dangerous?!<break time=""2.0s"" /> Last warning, folks!  <break time=""1.0s"" /> Which modern superstar gave us the double album Dangerous?!<break time=""2.0s"" /> The answer we need is Morgan Wallen!  <break time=""1.0s"" /> That's Morgan Wallen!<break time=""1.0s"" /> It became one of the biggest-selling country albums of the streaming era! ",Morgan_Wallen_UNCLE_BULL,Which modern superstar gave us the double album Dangerous?,Morgan Wallen,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Here comes your next trivia question!  <break time=""1.0s"" /> Which genre-blending star sings Heaven?!<break time=""2.0s"" /> Think about it, who knows who sings Heaven?!<break time=""2.0s"" /> Final time on this one!  <break time=""1.0s"" /> Which genre-blending star sings Heaven?!<break time=""2.0s"" /> The answer we're lookin' for is Kane Brown!  <break time=""1.0s"" /> That's Kane Brown!<break time=""1.0s"" /> He was one of the first country stars to build his career entirely through social media! ",Kane_Brown_UNCLE_BULL,Which genre-blending star sings Heaven?,Kane Brown,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Let's see who knows their country history!  <break time=""1.0s"" /> Which Australian star is married to Nicole Kidman?!<break time=""2.0s"" /> Check your cards, we need to know who is married to Nicole Kidman?!<break time=""2.0s"" /> Last call!  <break time=""1.0s"" /> Which Australian star is married to Nicole Kidman?!<break time=""2.0s"" /> The answer we're lookin' for is Keith Urban!  <break time=""1.0s"" /> That's Keith Urban!<break time=""1.0s"" /> He is widely regarded as one of the best guitar players in modern country! ",Keith_Urban_UNCLE_BULL,Which Australian star is married to Nicole Kidman?,Keith Urban,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Movin' right along, pay attention to this question!  <break time=""1.0s"" /> Which stellar tenor sings Go Rest High On That Mountain?!<break time=""2.0s"" /> Check your cards, we need to know who sings Go Rest High On That Mountain?!<break time=""2.0s"" /> Last call!  <break time=""1.0s"" /> Which stellar tenor sings Go Rest High On That Mountain?!<break time=""2.0s"" /> The answer we're lookin' for is Vince Gill!  <break time=""1.0s"" /> That's Vince Gill!<break time=""1.0s"" /> He has won over twenty Grammy Awards for his incredible voice and guitar skills! ",Vince_Gill_UNCLE_BULL,Which stellar tenor sings Go Rest High On That Mountain?,Vince Gill,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"And here we go with this next question!  <break time=""1.0s"" /> Which fiery vocalist sang No One Else On Earth?!<break time=""2.0s"" /> For the second time, who sings No One Else On Earth?!<break time=""2.0s"" /> Final time on this one!  <break time=""1.0s"" /> Which fiery vocalist sang No One Else On Earth?!<break time=""2.0s"" /> Check those cards for Wynonna Judd!  <break time=""1.0s"" /> That's Wynonna Judd!<break time=""1.0s"" /> She launched a massive solo career after leaving her famous family duo! ",Wynonna_Judd_UNCLE_BULL,Which fiery vocalist sang No One Else On Earth?,Wynonna Judd,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Let's see who knows their country history!  <break time=""1.0s"" /> Which modern star sings My Church?!<break time=""2.0s"" /> Think about it, who knows who sings My Church?!<break time=""2.0s"" /> Final time on this one!  <break time=""1.0s"" /> Which modern star sings My Church?!<break time=""2.0s"" /> Check those cards for Maren Morris!  <break time=""1.0s"" /> That's Maren Morris!<break time=""1.0s"" /> She gained massive crossover success with the dance track The Middle! ",Maren_Morris_UNCLE_BULL,Which modern star sings My Church?,Maren Morris,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Alright, let's keep it movin' with this question!  <break time=""1.0s"" /> Who sings the conversational hit Body Like A Back Road?!<break time=""2.0s"" /> For the second time, who sings Body Like A Back Road?!<break time=""2.0s"" /> Last warning, folks!  <break time=""1.0s"" /> Who sings the conversational hit Body Like A Back Road?!<break time=""2.0s"" /> The answer we're lookin' for is Sam Hunt!  <break time=""1.0s"" /> That's Sam Hunt!<break time=""1.0s"" /> He famously played college football before moving to Nashville! ",Sam_Hunt_UNCLE_BULL,Who sings the conversational hit Body Like A Back Road?,Sam Hunt,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Let's see who knows their country history!  <break time=""1.0s"" /> Which female star gave us Peter Pan?!<break time=""2.0s"" /> Listen close, I'm askin' who sings Peter Pan?!<break time=""2.0s"" /> Last warning, folks!  <break time=""1.0s"" /> Which female star gave us Peter Pan?!<break time=""2.0s"" /> You should be lookin' for Kelsea Ballerini!  <break time=""1.0s"" /> That's Kelsea Ballerini!<break time=""1.0s"" /> She was the first female artist to have her first three singles hit number one! ",Kelsea_Ballerini_UNCLE_BULL,Which female star gave us Peter Pan?,Kelsea Ballerini,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Let's see who knows their country history!  <break time=""1.0s"" /> Who brought back the traditional sound with Dirt On My Boots?!<break time=""2.0s"" /> Check your cards, we need to know who sings Dirt On My Boots?!<break time=""2.0s"" /> Last warning, folks!  <break time=""1.0s"" /> Who brought back the traditional sound with Dirt On My Boots?!<break time=""2.0s"" /> The answer we need is Jon Pardi!  <break time=""1.0s"" /> That's Jon Pardi!<break time=""1.0s"" /> He is known for keeping the fiddles and steel guitars alive in modern country! ",Jon_Pardi_UNCLE_BULL,Who brought back the traditional sound with Dirt On My Boots?,Jon Pardi,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Pay attention to this next one!  <break time=""1.0s"" /> Which breakout star wears signature bell bottoms and sings Watermelon Moonshine?!<break time=""2.0s"" /> Listen close, I'm askin' who sings Watermelon Moonshine?!<break time=""2.0s"" /> Final time on this one!  <break time=""1.0s"" /> Which breakout star wears signature bell bottoms and sings Watermelon Moonshine?!<break time=""2.0s"" /> The answer we're lookin' for is Lainey Wilson!  <break time=""1.0s"" /> That's Lainey Wilson!<break time=""1.0s"" /> She also landed a major acting role on the hit show Yellowstone! ",Lainey_Wilson_UNCLE_BULL,Which breakout star wears signature bell bottoms and sings Watermelon Moonshine?,Lainey Wilson,0.8,0.8,0
Uncle Bull Balladeer,NUMBER CALL,"Get those daubers ready for this one!  <break time=""1.0s"" /> Which heavily tattooed star gave us Need A Favor?!<break time=""2.0s"" /> Check your cards, we need to know who sings Need A Favor?!<break time=""2.0s"" /> Last call!  <break time=""1.0s"" /> Which heavily tattooed star gave us Need A Favor?!<break time=""2.0s"" /> You should be lookin' for Jelly Roll!  <break time=""1.0s"" /> That's Jelly Roll!<break time=""1.0s"" /> He made an incredible transition from underground hip-hop to mainstream country! ",Jelly_Roll_UNCLE_BULL,Which heavily tattooed star gave us Need A Favor?,Jelly Roll,0.8,0.8,0
